Wavelength	Pin 1	Pin 2	Pin 3	Pin 4	Pin 5	Pin 6	Pin 7	Pin 8	Pin 9	Pin 10	Pin 11	Pin 12	Pin 13	Pin 14	Pin 15	Pin 16	Pin 17	Pin 18	Pin 19	Pin 20	Pin 21	Pin 22	Pin 23	Pin 24	Pin 25	Pin 26	Pin 27	Pin 28	Pin 29	Pin 30
708.75	13.44290773384273	13.334824053570628	13.571257104165852	13.280782213434577	13.21998514328152	13.165943303145468	12.76738473214209	12.659301051869988	12.726853352040052	13.96981567516923	12.517441221512854	12.686321971938014	12.868713182397187	12.97679686266929	12.71334289200604	12.828181802295148	12.828181802295148	12.93626548256725	12.983552092686296	12.814671342261136	12.80791611224413	12.71334289200604	12.456644151359797	12.416112771257758	12.20670064073056	12.308029090985656	12.159414030611515	12.152658800594509	11.88920482993126	11.882449599914253
753.75	10.194633420556784	10.129837021697313	10.036242223344743	9.229887037537992	9.359479835256934	9.373879035003483	8.841108644381166	8.617921048309654	8.553124649450183	11.029787005856633	8.538725449703634	8.661118647549301	9.330681435763836	9.388278234750032	8.992300241719931	9.10029423981905	9.19388903817162	9.532270232215524	9.834653426893055	9.438675433862954	9.280284236650914	9.222687437664717	8.560324249323457	8.538725449703634	8.207543855533004	8.308338253758848	8.049152658320963	8.740314246155322	8.121148657053709	8.560324249323457
761.25	3.403565294109285	3.2836158564314246	3.3435905752703547	2.9687485825270414	2.81131494557485	2.9162707035429776	2.3764982339926064	2.3764982339926064	2.473957152105868	3.066207500640303	2.391491913702339	2.4289761129766703	2.593906589783728	2.728849707171321	2.9462580629624426	3.013729621656239	2.9987359419465065	3.441049493383616	3.4485463332384825	3.3435905752703547	3.126182219479233	3.0062327818013728	2.6014034296385944	2.646384468767792	2.1291025187820196	2.256548796314746	2.1815803977660835	2.4889508318156004	2.219064597040415	2.5489255506545305
764.375	5.467558242380619	5.363743845373392	5.242627048864961	4.948486257344484	4.905230258591473	4.836020660586655	4.394809473305941	4.290995076298714	4.195831879042089	5.5194654408842325	4.325599875301123	4.334251075051725	4.611089467070997	4.775462262332439	4.697601464577019	4.818718261085451	4.810067061334848	5.000393455848098	5.268580648116767	5.173417450860143	4.896579058840871	4.913881458342075	4.412111872807145	4.342902274802327	4.126622281037271	4.135273480787873	4.08336628228426	4.50727507006377	4.1785294795408845	4.290995076298714
767.5	8.47587419534102	8.50221314560622	8.23355585290119	7.812132648658007	7.6593667371198535	7.685705687385052	7.179997842293233	7.0588386710733175	7.032499720808119	9.102741211652756	6.906072759535164	7.316960383672267	7.569814306218177	7.785793698392808	7.522404195740819	7.596153256483376	7.611956626642495	7.9965053005144	8.196681322529912	7.9965053005144	7.617224416695535	7.6330277868546546	7.021964140702039	7.048303090967238	6.579469776246697	6.73750347783789	6.431971654761583	7.079909831285477	6.542595245875418	7.00089298048988
778.75	8.19792773667723	8.203230406623334	7.911583559587598	7.25935515621677	7.227539136540145	7.22223646659404	6.5434947134926915	6.416230634786189	6.341993255540729	8.500179923605174	6.241242526564747	6.379111945163459	6.946497629396617	7.105577727779746	6.988918988965452	7.121485737618059	7.285868505947292	7.598726032767445	8.081268997862935	7.667660742066801	7.413132584653795	7.307079185731709	6.511678693816066	6.4321386446245015	5.9548983494751155	6.018530388828367	5.8435422806069255	6.501073353923857	5.912476989906281	6.400322624947876
865.0	3.5693488642573357	3.579208943992853	3.1995958741754293	2.5389705318957567	2.474880013614893	2.3614890966564417	1.4790119603276253	1.3360408041626215	1.3409708440303802	2.9432338010519743	1.050098491832614	1.2620902061462402	1.7698843125253916	2.0854068640619516	2.430509654805064	2.514320332556963	2.6819416880607605	3.3327069506049156	3.761620419099927	3.386937389150262	2.9826741199940443	2.790402565151453	1.819184711202979	1.5924028772860765	1.030378332361579	1.0155882127583027	0.9860079735517502	1.6663534753024578	1.030378332361579	1.6170530766248703
885.0	2.7058130353689194	2.766308855265379	2.254844196140766	1.6718844771385193	1.6223878972232342	1.479397777467966	0.48396655917167664	0.43996959924697876	0.3959726393222809	1.8588715568184853	0.15398935973644257	0.24748289957642555	0.8084441386163235	1.149420578032732	1.5343939773738384	1.7213810570538044	1.853371936827898	2.529825195670128	2.9202982150018215	2.6398175954818726	2.1888487562537193	2.018360536545515	0.7919452786445618	0.5609612390398979	0.07699467986822128	0.03299771994352341	0.0	0.7204502187669277	0.08799391984939575	0.6929521188139915
900.0	1.4331139368005097	1.5739110955037177	1.2219181987456977	0.7693559029139578	0.7240996733307838	0.5883309845812619	0.0	0.0	0.0	0.5481032249517739	0.0	0.0	0.05028469953685999	0.25142349768429995	0.6939288536086679	0.7693559029139578	0.9805516409687698	1.4733416964299977	1.8052207133732736	1.5387118058279157	1.2118612588383257	1.0358648104593158	0.08548398921266198	0.0	0.0	0.0	0.0	0.025142349768429995	0.0	0.0
940.0	0.45040162838995457	0.48630320746451616	0.46672052796930075	0.21540947444736958	0.22193703427910805	0.11423229705542326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2088819146156311	0.27742129284888506	0.32311421167105436	0.5091496668756008	0.6658111028373241	0.5874803848564625	0.4732480878010392	0.3067953120917082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1020.0	3.9963749111630023	3.9866513712331653	3.983410191256553	3.2735917763784528	2.7809324199333787	3.1601504771970212	3.18607991700992	2.85223837941885	2.272067163605243	3.493992014788091	2.5021909419447184	2.638320500962436	3.069397437851876	2.61563224112615	2.576738081406802	2.673973480705172	3.0823621577583253	3.8213511924259365	4.203810429666191	4.006098451092839	3.669015733525157	3.5652979742735624	2.567014541476965	2.408196722622961	1.986843325663358	1.8312666867859662	1.7567195473238826	2.793897139839828	1.7243077475577593	2.469779142178595
Wavelength	Pin 1	Pin 2	Pin 3	Pin 4	Pin 5	Pin 6	Pin 7	Pin 8	Pin 9	Pin 10	Pin 11	Pin 12	Pin 13	Pin 14	Pin 15	Pin 16	Pin 17	Pin 18	Pin 19	Pin 20	Pin 21	Pin 22	Pin 23	Pin 24	Pin 25	Pin 26	Pin 27	Pin 28	Pin 29	Pin 30
