Wavelength	Pin 1	Pin 2	Pin 3	Pin 4	Pin 5	Pin 6	Pin 7	Pin 8	Pin 9	Pin 10	Pin 11	Pin 12	Pin 13	Pin 14	Pin 15	Pin 16	Pin 17	Pin 18	Pin 19	Pin 20	Pin 21	Pin 22	Pin 23	Pin 24	Pin 25	Pin 26	Pin 27	Pin 28	Pin 29	Pin 30
709.0	0.01153769250959158	0.011256016790866852	0.011966978199779987	0.013501686044037342	0.0131845036521554	0.013564876280725002	0.014674701727926731	0.014877022244036198	0.012756668962538242	0.012157461605966091	0.012792522087693214	0.012373711913824081	0.012698519043624401	0.01365454588085413	0.01224999874830246	0.0122548071667552	0.01195734553039074	0.012503266334533691	0.011580970138311386	0.012470005080103874	0.012661835178732872	0.013344025239348412	0.013754558749496937	0.013882579281926155	0.011898715980350971	0.011442498303949833	0.01247852761298418	0.01172011997550726	0.011903966777026653	0.010284222662448883
754.0	0.0022582293022423983	0.00210479530505836	0.0033055401872843504	0.0035018858034163713	0.0031532091088593006	0.003585244296118617	0.00441705109551549	0.0048607345670461655	0.003508032765239477	0.0030462942086160183	0.003391604172065854	0.0029210520442575216	0.0030372613109648228	0.0040677753277122974	0.0027840551920235157	0.0030619667377322912	0.0024361340329051018	0.002389713888987899	0.0028765255119651556	0.002898378297686577	0.0032551386393606663	0.0038576703518629074	0.003930751234292984	0.004005195572972298	0.00297760171815753	0.002347927074879408	0.0027298631612211466	0.0027797145303338766	0.0023293602280318737	0.0016284940065816045
760.0	0.0036531041841953993	0.0035544971469789743	0.0034792947117239237	0.0035243940073996782	0.0037992168217897415	0.0035989033058285713	0.004066241439431906	0.004214189015328884	0.0031008447986096144	0.0031055614817887545	0.0036581819877028465	0.0033451614435762167	0.0036457490641623735	0.0039411745965480804	0.0032777884043753147	0.0033495586831122637	0.003366872202605009	0.003523146500810981	0.0033492008224129677	0.0035587556194514036	0.0037102752830833197	0.003487929003313184	0.0035776947624981403	0.0034465317148715258	0.0029257573187351227	0.0031442560721188784	0.003444402478635311	0.003685593605041504	0.003106191987171769	0.003193084616214037
764.0	-0.07294890284538269	-0.07374292612075806	-0.06964880973100662	-0.0718080922961235	-0.07262546569108963	-0.0744880735874176	-0.07363592088222504	-0.07211900502443314	-0.07411406189203262	-0.07484610378742218	-0.0737849548459053	-0.0758342444896698	-0.07386522740125656	-0.07268942147493362	-0.07386180013418198	-0.07361683994531631	-0.07680127024650574	-0.07629244774580002	-0.07112447917461395	-0.0710178017616272	-0.07008349895477295	-0.07049701362848282	-0.07039077579975128	-0.07098696380853653	-0.07041461020708084	-0.07359600067138672	-0.07724793255329132	-0.07509978115558624	-0.078729547560215	-0.07736146450042725
767.0	-0.046363331377506256	-0.04693376645445824	-0.04504643753170967	-0.04597907513380051	-0.046363361179828644	-0.048206593841314316	-0.04740956798195839	-0.04631087929010391	-0.04713164642453194	-0.04777301475405693	-0.047230757772922516	-0.04899730905890465	-0.04789922013878822	-0.04641668498516083	-0.04769610986113548	-0.04752073064446449	-0.04946291819214821	-0.048943404108285904	-0.045073285698890686	-0.046116672456264496	-0.04569623991847038	-0.04544888436794281	-0.0456107035279274	-0.04570430517196655	-0.04492291435599327	-0.04716554656624794	-0.049537140876054764	-0.0479423925280571	-0.04995175078511238	-0.04921775311231613
779.0	-0.007135642692446709	-0.007514456287026405	-0.00703544681891799	-0.006909252610057592	-0.008006558753550053	-0.007325374986976385	-0.006965707987546921	-0.006358974147588015	-0.007243150379508734	-0.007331673987209797	-0.006767523940652609	-0.007262527942657471	-0.007030976004898548	-0.006376845296472311	-0.007157165091484785	-0.006945594679564238	-0.006598563399165869	-0.008808380924165249	-0.007121493108570576	-0.006942167412489653	-0.00709004420787096	-0.006696756929159164	-0.0058137173764407635	-0.006786481477320194	-0.006655658129602671	-0.00823180377483368	-0.007436542771756649	-0.00666489964351058	-0.008226544596254826	-0.007682936266064644
865.0	0.0023053563199937344	0.002470619510859251	0.002464883029460907	0.0026309415698051453	0.002090008929371834	0.00279731722548604	0.0024661333300173283	0.002305582631379366	0.0025255002547055483	0.002580411499366164	0.002414244692772627	0.002290025120601058	0.0023704110644757748	0.0023395034950226545	0.0022997402120381594	0.0021757222712039948	0.0020476996432989836	0.0020877986680716276	0.0018409708281978965	0.002326686168089509	0.0018381476402282715	0.0022749784402549267	0.0025326788891106844	0.00219672336243093	0.0024025433231145144	0.00202246499247849	0.0022364275064319372	0.0020457066129893064	0.0020057964138686657	0.0020615081302821636
885.0	-8.12045531347394E-4	-0.0011445548152551055	-9.472973179072142E-4	-0.001519533572718501	-0.0012336577055975795	-0.0014837136259302497	-0.0018030285136774182	-0.001805979642085731	-7.888695108704269E-4	-0.00128578906878829	-0.0019775957334786654	-0.0016569150611758232	-0.0020166274625808	-0.0021467756014317274	-5.321378703229129E-4	-8.130694623105228E-4	-7.861764170229435E-4	-9.291682508774102E-4	-7.193268393166363E-4	-0.001170865260064602	-9.995766449719667E-4	-0.001074781408533454	-0.001316971960477531	-7.141472888179123E-4	-5.89403323829174E-4	-6.178197218105197E-4	-9.91707667708397E-4	-0.0017754090949892998	-6.43449486233294E-4	-0.0012386550661176443
900.0	-0.0038399123586714268	-0.0033252567518502474	-0.003181962063536048	-0.004003189504146576	-0.0032755339052528143	-0.0032380835618823767	-0.004256980028003454	-0.004199360031634569	-0.003182372311130166	-0.0034151249565184116	-0.003856200259178877	-0.003588660852983594	-0.003978124354034662	-0.003876001574099064	-0.0021926616318523884	-0.002403309103101492	-0.002259977627545595	-0.003622389631345868	-0.0032986195292323828	-0.0037117565516382456	-0.003504150779917836	-0.0030906323809176683	-0.0031998928170651197	-0.0029470997396856546	-0.001683080568909645	-0.0023481077514588833	-0.00285765971057117	-0.00393327884376049	-0.0029384670779109	-0.002987125189974904
940.0	-0.032866667956113815	-0.033759817481040955	-0.03211263194680214	-0.03329181298613548	-0.03324883058667183	-0.034750234335660934	-0.034963469952344894	-0.03372605890035629	-0.033382512629032135	-0.03319675847887993	-0.034155845642089844	-0.034918032586574554	-0.03383251279592514	-0.03382453694939613	-0.03216392546892166	-0.03290865570306778	-0.03365492448210716	-0.033242691308259964	-0.03143724054098129	-0.03212983161211014	-0.03161410242319107	-0.03173752874135971	-0.031723055988550186	-0.03111061081290245	-0.030280722305178642	-0.03195534273982048	-0.03353194147348404	-0.03436163812875748	-0.034370604902505875	-0.03400628641247749
