Wavelength	Pin 1	Pin 2	Pin 3	Pin 4	Pin 5	Pin 6	Pin 7	Pin 8	Pin 9	Pin 10	Pin 11	Pin 12	Pin 13	Pin 14	Pin 15	Pin 16	Pin 17	Pin 18	Pin 19	Pin 20	Pin 21	Pin 22	Pin 23	Pin 24	Pin 25	Pin 26	Pin 27	Pin 28	Pin 29	Pin 30	Pin 31	Pin 32	Pin 33	Pin 34	Pin 35	Pin 36	Pin 37	Pin 38	Pin 39	Pin 40	Pin 41	Pin 42	Pin 43	Pin 44	Pin 45	Pin 46	Pin 47	Pin 48	Pin 49	Pin 50	Pin 51	Pin 52	Pin 53	Pin 54	Pin 55	Pin 56	Pin 57	Pin 58	Pin 59	Pin 60
400.0	-1.2523824989330024E-4	-2.2843368060421199E-4	-3.305609570816159E-4	-9.576590964570642E-4	3.458046921878122E-5	-0.0010770221706479788	-1.5210913261398673E-4	-9.026038460433483E-4	-8.314577280543745E-4	-3.7291122134774923E-4	-1.3153844338376075E-4	-0.0016082978108897805	-5.192949320189655E-4	-4.88997669890523E-4	-5.351247964426875E-4	-5.241565522737801E-4	-8.204411715269089E-4	-5.999763961881399E-4	-3.531250695232302E-4	-5.754391895607114E-4	-4.3138963519595563E-4	-3.59599624061957E-4	-5.476698861457407E-4	-2.8369101346470416E-4	-5.253856579656713E-5	-3.3895380329340696E-4	7.254720549099147E-5	-1.1431887105572969E-4	-5.442133988253772E-4	-1.4827876293566078E-4	-2.769596758298576E-4	-2.917309757322073E-4	-2.1911317890044302E-4	-2.388505236012861E-4	-3.37826379109174E-4	-3.8408016553148627E-4	-9.181725909002125E-5	-3.411848156247288E-4	-1.0463150101713836E-4	-3.0998453439679E-5	-7.846185326343402E-5	-3.254401599406265E-5	-1.9629491725936532E-4	-7.425939111271873E-5	7.135242776712403E-5	-3.1633036996936426E-5	-9.162578862742521E-6	1.5077156422194093E-4	1.054201420629397E-4	-1.0100059444084764E-4	-3.4177600173279643E-4	-5.481904954649508E-4	1.816985895857215E-4	-3.8710515946149826E-4	1.561380922794342E-4	6.874779937788844E-4	4.153889312874526E-4	1.6101982328109443E-4	3.885772603098303E-4	5.763343069702387E-4
412.0	0.03234057500958443	0.03411739692091942	0.03853528946638107	0.04512201249599457	0.041229404509067535	0.036267105489969254	0.014074274338781834	0.023459989577531815	0.03681264445185661	0.01251248735934496	0.03641476482152939	0.049620721489191055	0.03499383479356766	0.021511536091566086	0.02386188693344593	0.013481492176651955	0.019497444853186607	0.02023104391992092	0.021401191130280495	0.020517293363809586	0.015582788735628128	0.017732923850417137	0.03679700940847397	0.030074751004576683	0.0299672931432724	0.03382974863052368	0.013338298536837101	0.014766725711524487	0.011043171398341656	0.01717158406972885	0.017223158851265907	0.023699961602687836	0.022435512393712997	0.02098642662167549	0.01897789165377617	0.010928469710052013	0.011874007061123848	0.02011103928089142	0.02055789716541767	0.01850260980427265	0.016681917011737823	0.011570307426154613	0.014780182391405106	0.013909182511270046	0.020220844075083733	0.017545877024531364	0.016387291252613068	0.016044318675994873	0.017440065741539	0.010211646556854248	0.021992813795804977	0.015767985954880714	0.008502569980919361	0.013341296464204788	0.012123762629926205	0.009464646689593792	0.01068132184445858	0.013692771084606647	0.010059119202196598	0.009525658562779427
443.0	0.032975636422634125	0.0345115140080452	0.038401421159505844	0.042513031512498856	0.041727036237716675	0.03406858816742897	0.014305866323411465	0.023722710087895393	0.0356789194047451	0.013610362075269222	0.035767462104558945	0.04603562131524086	0.034594375640153885	0.021470610052347183	0.025777287781238556	0.01542231161147356	0.020186012610793114	0.021243317052721977	0.022567640990018845	0.020228561013936996	0.01729917712509632	0.019753575325012207	0.03617358207702637	0.029993368312716484	0.030685553327202797	0.03253055736422539	0.015612752176821232	0.015786314383149147	0.01169533934444189	0.01820109412074089	0.018701201304793358	0.0245450921356678	0.02329193241894245	0.0219766516238451	0.01919150911271572	0.01200349535793066	0.013737715780735016	0.020578917115926743	0.021478645503520966	0.02017395570874214	0.016184508800506592	0.013399670831859112	0.01588357985019684	0.01603584736585617	0.02020338736474514	0.018351737409830093	0.017597025260329247	0.016958395019173622	0.017974933609366417	0.013124976307153702	0.02195885218679905	0.01595708541572094	0.010859052650630474	0.01472454983741045	0.013651059940457344	0.010850535705685616	0.013746127486228943	0.015568079426884651	0.011937846429646015	0.01042492501437664
490.0	0.035135865211486816	0.035323068499565125	0.03945844620466232	0.0388481542468071	0.04293350875377655	0.030619557946920395	0.015204071067273617	0.02114950492978096	0.032067976891994476	0.0145888552069664	0.037735361605882645	0.03859503194689751	0.03341927006840706	0.021200599148869514	0.023814767599105835	0.015401050448417664	0.018334021791815758	0.02071741409599781	0.02277296781539917	0.020465344190597534	0.019552158191800117	0.019967256113886833	0.03459566459059715	0.029833348467946053	0.031335145235061646	0.032017700374126434	0.017635403200984	0.016625694930553436	0.012889593839645386	0.018523531034588814	0.020379995927214622	0.02459363080561161	0.023927027359604836	0.02251318097114563	0.018255291506648064	0.012897339649498463	0.014733471907675266	0.02112186700105667	0.022976629436016083	0.02219484932720661	0.01680539920926094	0.014304890297353268	0.015666626393795013	0.01798805594444275	0.019795110449194908	0.021241283044219017	0.020538270473480225	0.018851688131690025	0.02031707391142845	0.014833258464932442	0.021833965554833412	0.015986958518624306	0.01337082777172327	0.014846639707684517	0.014979285188019276	0.013006065040826797	0.013550600036978722	0.016208359971642494	0.014162992127239704	0.012994480319321156
510.0	0.04168789088726044	0.041864924132823944	0.04615543782711029	0.04184186831116676	0.05245267227292061	0.03090529888868332	0.01709042675793171	0.021899057552218437	0.03430405631661415	0.016350315883755684	0.04399983957409859	0.037055183202028275	0.038021646440029144	0.02327059581875801	0.026591142639517784	0.016832655295729637	0.019120078533887863	0.022878732532262802	0.025788916274905205	0.022655297070741653	0.022481417283415794	0.022644825279712677	0.03911019489169121	0.0347166508436203	0.03779251500964165	0.03748222067952156	0.021819591522216797	0.020348550751805305	0.013505087234079838	0.02163698524236679	0.023566337302327156	0.028852811083197594	0.028434595093131065	0.026833228766918182	0.02104470320045948	0.014315320178866386	0.017101366072893143	0.024371212348341942	0.02746170200407505	0.026750758290290833	0.019295554608106613	0.016918566077947617	0.01783212646842003	0.020895348861813545	0.023143040016293526	0.026049211621284485	0.02440783381462097	0.02273675426840782	0.02422170341014862	0.016834329813718796	0.02496909536421299	0.016624677926301956	0.014986822381615639	0.01575676165521145	0.01696580834686756	0.01579122431576252	0.015183120034635067	0.017957795411348343	0.016129251569509506	0.015148871578276157
560.0	0.044493403285741806	0.04474214091897011	0.050366420298814774	0.044451382011175156	0.05685371905565262	0.03257302939891815	0.01750560849905014	0.022896824404597282	0.0365644134581089	0.0165377426892519	0.04681511968374252	0.03780749812722206	0.03947841748595238	0.024221889674663544	0.02718055620789528	0.017673300579190254	0.020188195630908012	0.024669986218214035	0.026921570301055908	0.023230815306305885	0.02347196824848652	0.023714125156402588	0.040380291640758514	0.036381304264068604	0.03962840512394905	0.03982421010732651	0.023038582876324654	0.02119099535048008	0.014323895797133446	0.022861512377858162	0.025266196578741074	0.030041087418794632	0.0292133130133152	0.027046939358115196	0.021670455113053322	0.014971079304814339	0.0178843904286623	0.02549830824136734	0.028910672292113304	0.02801624685525894	0.020395422354340553	0.017662718892097473	0.01866425760090351	0.021685201674699783	0.024520788341760635	0.027714187279343605	0.02528890036046505	0.02374504879117012	0.024918600916862488	0.017586108297109604	0.025870975106954575	0.017306732013821602	0.015787040814757347	0.01594262197613716	0.017110079526901245	0.01592087186872959	0.0158382598310709	0.018149755895137787	0.017065338790416718	0.01582532562315464
620.0	0.0493101142346859	0.04966682568192482	0.05546467378735542	0.04810452461242676	0.06362922489643097	0.03445928916335106	0.017895013093948364	0.02414829470217228	0.03802474960684776	0.016908688470721245	0.05098630487918854	0.03852805122733116	0.042246103286743164	0.024157878011465073	0.027818672358989716	0.018159963190555573	0.020875686779618263	0.026272598654031754	0.027462121099233627	0.023594029247760773	0.0248026754707098	0.025043467059731483	0.04054928943514824	0.037824325263500214	0.04124416783452034	0.04167921096086502	0.024869108572602272	0.02246982976794243	0.014649791643023491	0.02419677935540676	0.02640565112233162	0.031111106276512146	0.029380735009908676	0.027389751747250557	0.02270360477268696	0.015335912816226482	0.018975570797920227	0.025899996981024742	0.029511291533708572	0.0291268453001976	0.020479295402765274	0.018012866377830505	0.019100891426205635	0.021889757364988327	0.02439037524163723	0.029024707153439522	0.02626926824450493	0.024547353386878967	0.02499443292617798	0.01861233450472355	0.02666081301867962	0.017963333055377007	0.01647357828915119	0.016720334067940712	0.01701587811112404	0.016649149358272552	0.016041766852140427	0.018175583332777023	0.016945671290159225	0.016896456480026245
665.0	0.012912333011627197	0.01263152714818716	0.014566177502274513	0.01012349035590887	0.01734909787774086	0.0063021075911819935	0.004089352674782276	0.004600970074534416	0.0077048419043421745	0.003807659726589918	0.01211179606616497	0.0068362196907401085	0.0093067092821002	0.005169224459677935	0.005909111816436052	0.003922645002603531	0.004129326902329922	0.0060540237464010715	0.006279848515987396	0.005167035851627588	0.005805122200399637	0.005725630559027195	0.009174427948892117	0.008953568525612354	0.010365457274019718	0.010004909709095955	0.0068098981864750385	0.006199012976139784	0.0029747067019343376	0.0058387769386172295	0.006442271173000336	0.007460335269570351	0.007185129914432764	0.0066105667501688	0.00537894805893302	0.0036051201168447733	0.004708098713308573	0.006138621363788843	0.0078061604872345924	0.00758766382932663	0.004880101419985294	0.004804303403943777	0.004730495624244213	0.005229977425187826	0.006092903204262257	0.007960529066622257	0.006893307436257601	0.006496825721114874	0.006406016182154417	0.004634877201169729	0.006310559809207916	0.003634378081187606	0.004253377206623554	0.003713765647262335	0.00415245583280921	0.004716199357062578	0.003988978452980518	0.003994503524154425	0.004432568792253733	0.004570137709379196
674.0	0.005257337354123592	0.005551367998123169	0.0062033371068537235	0.004104275722056627	0.008748890832066536	0.0023799408227205276	0.001641440554521978	0.0017970075132325292	0.0035988774616271257	0.0014912879560142756	0.005952619481831789	0.0014768813271075487	0.004269993863999844	0.002061119070276618	0.002672793110832572	0.0017469461308792233	0.001554960268549621	0.002517439890652895	0.0029789984691888094	0.0020034995395690203	0.002663328079506755	0.002525118412449956	0.004142693243920803	0.0043837763369083405	0.0052819689735770226	0.004935982171446085	0.0036396814975887537	0.002843834925442934	9.896274423226714E-4	0.003138401312753558	0.003353304695338011	0.003769166534766555	0.003396717133000493	0.0032698221039026976	0.002590363845229149	0.0011413784231990576	0.002319368766620755	0.0028912541456520557	0.0036032970529049635	0.0037798413541167974	0.002520025474950671	0.0019828653894364834	0.0019100464414805174	0.0026176406536251307	0.0029844201635569334	0.004056539852172136	0.002897923579439521	0.0029224862810224295	0.0027863280847668648	0.0016614048508927226	0.0027424972504377365	7.190740434452891E-4	0.0010142079554498196	2.0078553643543273E-4	8.372796000912786E-4	0.001282249577343464	9.627108229324222E-4	0.0012218586634844542	0.0011291501577943563	0.0011065026046708226
681.0	0.005302236415445805	0.005616072565317154	0.006046687718480825	0.003912720363587141	0.008632025681436062	0.002278184285387397	0.0018074671970680356	0.0021157313603907824	0.003816686337813735	0.0019023653585463762	0.005965862888842821	0.0014999519335106015	0.004344116896390915	0.002713262801989913	0.0028541593346744776	0.002256382256746292	0.001868311665020883	0.002610641997307539	0.003574806498363614	0.002448886865749955	0.003040422685444355	0.002975275507196784	0.0042863222770392895	0.004383082035928965	0.005307184997946024	0.005225841887295246	0.004004851449280977	0.0029780911281704903	0.001442916807718575	0.003034686204046011	0.0037182229571044445	0.003761468455195427	0.0037112014833837748	0.003739491803571582	0.0025917422026395798	0.0012505216291174293	0.0026954137720167637	0.003221374237909913	0.003874012967571616	0.004283138085156679	0.0027509452775120735	0.002441486343741417	0.002186826430261135	0.0026777025777846575	0.002966273808851838	0.004624477121978998	0.003129894845187664	0.003102920949459076	0.0032897174824029207	0.002136947587132454	0.003040631301701069	0.0011758683249354362	0.0012189383851364255	5.415371851995587E-4	0.0014679006999358535	0.0012835132656618953	0.0011944822035729885	0.0012790082255378366	0.001317415852099657	0.0014074404025450349
