Wavelength	Pin 11	Pin 12	Pin 13	Pin 14	Pin 15	Pin 16	Pin 17	Pin 18	Pin 19	Pin 20	Pin 21	Pin 22	Pin 24	Pin 25	Pin 26	Pin 27	Pin 28	Pin 29	Pin 30	Pin 31	Pin 32	Pin 33	Pin 34	Pin 35	Pin 36	Pin 37	Pin 38	Pin 39	Pin 40	Pin 41	Pin 42	Pin 43	Pin 44	Pin 45	Pin 46	Pin 47	Pin 48	Pin 49	Pin 50	Pin 51	Pin 52	Pin 53	Pin 54	Pin 55	Pin 56	Pin 57	Pin 58	Pin 59	Pin 60
709.0	0.2566443979740143	0.25733619928359985	0.25783413648605347	0.2503189444541931	0.24511468410491943	0.23965011537075043	0.24228926002979279	0.24989569187164307	0.2478678673505783	0.25408387184143066	0.2561566233634949	0.25407904386520386	0.25403299927711487	0.2555725574493408	0.2554357349872589	0.25481826066970825	0.24838878214359283	0.25309985876083374	0.2550327479839325	0.2383996993303299	0.24067039787769318	0.24258455634117126	0.2437545210123062	0.23893128335475922	0.2377302348613739	0.23803699016571045	0.24105015397071838	0.24921584129333496	0.2073219269514084	0.2050815373659134	0.23797950148582458	0.23968654870986938	0.2424754798412323	0.23862965404987335	0.23717765510082245	0.2595839202404022	0.016192864626646042	0.24291746318340302	0.24016332626342773	0.24130183458328247	0.2344181090593338	0.23715560138225555	0.23530422151088715	0.24895842373371124	0.010975497774779797	0.26265788078308105	0.2523777484893799	0.2665404677391052	0.014933979138731956
754.0	0.22110968828201294	0.2220977246761322	0.22299312055110931	0.2126718908548355	0.2058144360780716	0.20074740052223206	0.20394855737686157	0.21420440077781677	0.2102813720703125	0.21810851991176605	0.2210894376039505	0.2191862314939499	0.2185758501291275	0.2203027307987213	0.2205643355846405	0.21944411098957062	0.2122875303030014	0.21837538480758667	0.2202071249485016	0.19957755506038666	0.2018280178308487	0.2045016884803772	0.20593991875648499	0.20039205253124237	0.19830110669136047	0.19843347370624542	0.20169322192668915	0.21094465255737305	0.16988350450992584	0.1684170812368393	0.19827806949615479	0.20051681995391846	0.2035609632730484	0.1987902820110321	0.19765889644622803	0.22610101103782654	0.007157204207032919	0.2050696611404419	0.20099332928657532	0.20253217220306396	0.1945609152317047	0.1973031461238861	0.19594791531562805	0.21203351020812988	0.004594792146235704	0.22934909164905548	0.21614843606948853	0.2339392602443695	0.006577366963028908
760.0	0.18223023414611816	0.18248562514781952	0.18341858685016632	0.17127414047718048	0.16339285671710968	0.15789534151554108	0.16110841929912567	0.17275628447532654	0.16839134693145752	0.1779501736164093	0.1816936433315277	0.17973104119300842	0.1785268932580948	0.18055787682533264	0.18043172359466553	0.17831727862358093	0.17031225562095642	0.17734432220458984	0.17880618572235107	0.1548178791999817	0.1580178290605545	0.16093355417251587	0.1630491316318512	0.15701992809772491	0.15387949347496033	0.15318794548511505	0.15660151839256287	0.16677428781986237	0.12907499074935913	0.12754002213478088	0.15315160155296326	0.1564047485589981	0.15906891226768494	0.15370577573776245	0.15286584198474884	0.18557418882846832	0.003180169500410557	0.16186177730560303	0.15739843249320984	0.15926621854305267	0.14964352548122406	0.15250179171562195	0.15115776658058167	0.1683197319507599	0.002023687120527029	0.18861787021160126	0.17351961135864258	0.19442927837371826	0.002720399759709835
764.0	0.13741721212863922	0.13893358409404755	0.14298532903194427	0.13315823674201965	0.12453558295965195	0.12819179892539978	0.13431337475776672	0.14694753289222717	0.13423798978328705	0.1399644911289215	0.14087575674057007	0.13607937097549438	0.13805212080478668	0.14031974971294403	0.14236947894096375	0.14568498730659485	0.14229676127433777	0.15294556319713593	0.15241394937038422	0.12980800867080688	0.1325504034757614	0.13381411135196686	0.13689546287059784	0.13035891950130463	0.1281425654888153	0.124577097594738	0.12708139419555664	0.1355985850095749	0.10518750548362732	0.10434114187955856	0.12724143266677856	0.1310129165649414	0.13340725004673004	0.12866678833961487	0.1282854527235031	0.15992508828639984	-0.01732141152024269	0.1357947289943695	0.13055011630058289	0.12741528451442719	0.1237649992108345	0.12588772177696228	0.1259576678276062	0.14301662147045135	-0.01742425002157688	0.16341185569763184	0.14801764488220215	0.16928181052207947	-0.017026472836732864
767.0	0.14858503639698029	0.14985720813274384	0.15300236642360687	0.14250315725803375	0.1343739777803421	0.13430701196193695	0.14028283953666687	0.15208286046981812	0.14216670393943787	0.14884288609027863	0.15061627328395844	0.14744116365909576	0.14797426760196686	0.15056218206882477	0.15128138661384583	0.15294666588306427	0.14816701412200928	0.1570184975862503	0.15782856941223145	0.13524213433265686	0.13773658871650696	0.13933759927749634	0.1422906219959259	0.13566622138023376	0.1337907314300537	0.13101699948310852	0.13421472907066345	0.14266178011894226	0.11076412349939346	0.10956544429063797	0.13263636827468872	0.13597504794597626	0.13830430805683136	0.13423773646354675	0.1333523541688919	0.16472813487052917	-0.009966778568923473	0.1411464512348175	0.136365607380867	0.1349194198846817	0.12912648916244507	0.13199298083782196	0.1311957836151123	0.14766144752502441	-0.010618125088512897	0.16762012243270874	0.15301819145679474	0.17340818047523499	-0.010478558018803596
779.0	0.16609309613704681	0.16788490116596222	0.1691654771566391	0.15774676203727722	0.15019825100898743	0.14573952555656433	0.1492207646369934	0.16027745604515076	0.15537726879119873	0.16341951489448547	0.16677528619766235	0.1651344746351242	0.16423121094703674	0.16599157452583313	0.16638615727424622	0.16489948332309723	0.1578982025384903	0.16550393402576447	0.16643403470516205	0.14386852085590363	0.1463768482208252	0.14903880655765533	0.1516304910182953	0.14560827612876892	0.1427154541015625	0.1415652483701706	0.14469614624977112	0.1539871096611023	0.11983364820480347	0.11868926882743835	0.14208577573299408	0.14514923095703125	0.14743603765964508	0.1426621824502945	0.1419987976551056	0.17292915284633636	4.3063153862021863E-4	0.15035730600357056	0.14617908000946045	0.14654769003391266	0.13908568024635315	0.14110377430915833	0.1398918181657791	0.15654981136322021	-3.3233987051062286E-4	0.17542116343975067	0.16085590422153473	0.18097153306007385	5.497821257449687E-4
865.0	0.16324076056480408	0.16378162801265717	0.16471582651138306	0.15358707308769226	0.14668385684490204	0.1413932591676712	0.14457285404205322	0.15488283336162567	0.15147309005260468	0.15942741930484772	0.16258522868156433	0.16139259934425354	0.16035136580467224	0.16202697157859802	0.16213451325893402	0.16009515523910522	0.1530827283859253	0.15938040614128113	0.16064855456352234	0.13925957679748535	0.14210231602191925	0.14432094991207123	0.14675839245319366	0.1408824324607849	0.13839423656463623	0.1375964879989624	0.14073172211647034	0.14952832460403442	0.11685466021299362	0.11529359221458435	0.13753731548786163	0.14036165177822113	0.1430101990699768	0.13856817781925201	0.13774318993091583	0.16641291975975037	0.002641118597239256	0.1452988237142563	0.14138726890087128	0.1429695188999176	0.1346483677625656	0.13707278668880463	0.1356768012046814	0.1512439101934433	0.001745555317029357	0.1690930724143982	0.15563558042049408	0.17434272170066833	0.002289841417223215
885.0	0.09985002875328064	0.10080744326114655	0.10043330490589142	0.09365049004554749	0.08947600424289703	0.08497779071331024	0.08750411123037338	0.09419838339090347	0.09206856787204742	0.09724787622690201	0.09921042621135712	0.09866868704557419	0.09729398041963577	0.09898187965154648	0.09893027693033218	0.09782250970602036	0.09302909672260284	0.09724423289299011	0.09772449731826782	0.08422767370939255	0.08588103950023651	0.08726038038730621	0.08883809298276901	0.08458726853132248	0.08289903402328491	0.0827983096241951	0.08462988585233688	0.09069328010082245	0.07093207538127899	0.07024544477462769	0.08252821862697601	0.08501387387514114	0.08652711659669876	0.08364518731832504	0.08282633870840073	0.10171199589967728	2.0093258353881538E-4	0.08839506655931473	0.08559010177850723	0.08628750592470169	0.08051203936338425	0.08262047916650772	0.08129136264324188	0.09144263714551926	8.412262541241944E-4	0.10332223027944565	0.09422168135643005	0.10735892504453659	4.96610242407769E-4
900.0	0.086111880838871	0.08722753077745438	0.08691835403442383	0.08113398402929306	0.07764974981546402	0.07326874136924744	0.0758088082075119	0.08166607469320297	0.07952453196048737	0.08425966650247574	0.08573934435844421	0.0857992097735405	0.08423256874084473	0.08560007810592651	0.0859375	0.08482205867767334	0.08084435760974884	0.08444762974977493	0.08498461544513702	0.07298188656568527	0.0745590552687645	0.0758732408285141	0.0770745649933815	0.073395736515522	0.07173892110586166	0.0717291384935379	0.07311704754829407	0.07808934152126312	0.061749815940856934	0.060865432024002075	0.07143067568540573	0.07346947491168976	0.07500782608985901	0.07225651293992996	0.07202581316232681	0.08859312534332275	-2.078650431940332E-4	0.07673773914575577	0.07451899349689484	0.07471003383398056	0.06966154277324677	0.07154436409473419	0.07016143202781677	0.07955863326787949	1.3606008724309504E-4	0.08965663611888885	0.08182311058044434	0.09341344982385635	-1.132936668000184E-4
940.0	0.06067424267530441	0.06158832460641861	0.06365929543972015	0.05930434539914131	0.05568632856011391	0.05663282424211502	0.06011116877198219	0.06582359224557877	0.05999647453427315	0.06203516945242882	0.06257207691669464	0.060643844306468964	0.06053286790847778	0.06256487965583801	0.06332682073116302	0.06559371948242188	0.06350927799940109	0.0688447430729866	0.06831098347902298	0.057896535843610764	0.05941784754395485	0.06028192862868309	0.06127997860312462	0.057670075446367264	0.05650464817881584	0.05552174523472786	0.055733926594257355	0.05963938683271408	0.0481681264936924	0.04748266562819481	0.05646703019738197	0.058626823127269745	0.05952109396457672	0.05758003890514374	0.05713924020528793	0.07168947905302048	-0.007126141339540482	0.061324965208768845	0.05854225903749466	0.05771729350090027	0.054547179490327835	0.055725786834955215	0.055733174085617065	0.06385601311922073	-0.006705872714519501	0.07290825247764587	0.06573652476072311	0.07630585879087448	-0.006895384751260281
