Wavelength	Pin 1	Pin 2	Pin 3	Pin 4	Pin 5	Pin 6	Pin 7	Pin 8	Pin 9	Pin 10	Pin 11	Pin 12	Pin 13	Pin 14	Pin 15	Pin 16	Pin 17	Pin 18	Pin 19	Pin 20	Pin 21	Pin 22	Pin 23	Pin 24	Pin 25	Pin 26	Pin 27	Pin 28	Pin 29	Pin 30	Pin 31	Pin 32	Pin 33	Pin 34	Pin 35	Pin 36	Pin 37	Pin 38	Pin 39	Pin 40	Pin 41	Pin 42	Pin 43	Pin 44	Pin 45	Pin 46	Pin 47	Pin 48	Pin 49	Pin 50	Pin 51	Pin 52	Pin 53	Pin 54	Pin 55	Pin 56	Pin 57	Pin 58	Pin 59	Pin 60
400.0	72.73078696336597	74.5159337958321	75.12957801949233	75.56191826798022	78.89512211922556	78.9090685788542	80.9870910635218	79.87137429323047	81.43337777163833	81.68441404495388	81.71230696421117	79.94110659137368	80.34555392060429	81.0847162809223	82.13070075307041	81.991236156784	80.16424994543195	76.45449168421328	82.24227243009955	81.97728969715536	81.92150385864079	81.22418087720871	82.42357640527189	82.03307553566992	79.9829459702596	81.8936109393835	80.44317913800478	77.20760050415993	81.51705652941018	80.77789416909218	81.11260920017958	80.06662472803146	76.2592412494123	77.68178013153374	76.48238460347056	76.10583019349724	74.87854174617678	75.53402534872293	75.45034659095109	75.56191826798022	75.40850721206516	77.93281640484929	75.4224536716938	76.38475938607007	77.5004761563614	79.75980261620134	79.39719466585666	75.38061429280788	75.36666783317924	74.93432758469135	77.04024298861623	75.71532932389528	75.31088199466467	77.05418944824487	77.06813590787351	77.10997528675944	77.20760050415993	75.4224536716938	76.98445715010166	73.97202187031507
412.5	78.15482403896749	79.64080990199	80.17630030307919	81.05985946487635	84.95555213280022	85.37055719364434	87.61961687821895	86.38798895571381	88.5834996001795	88.22204357944429	88.63704864028841	86.7896067565307	86.82976853661239	87.84720029868186	88.46301425993443	88.73075946047902	86.86993031669408	81.93003136664629	89.34657342173159	89.18592630140483	89.078828221187	87.87397481873631	89.27963712159544	88.75753398053348	86.50847429595888	88.73075946047902	87.00380291696638	82.70649244822562	88.97173014096916	87.914136598818	88.16849453933537	86.77621949650347	81.8898695865646	83.59005161002278	82.0237421868369	82.06390396691859	80.32356016337872	81.34099192544818	81.00631042476743	80.81888878438622	80.75195248425007	83.84440955054015	81.14018302503973	82.09067848697305	83.56327708996832	86.49508703593165	85.94620937481523	80.73856522422284	81.07324672490358	80.17630030307919	82.80020326841623	81.40792822558433	80.88582508452237	82.76004148833454	82.53245806787163	82.57261984795332	83.29553188942373	80.95276138465852	82.50568354781717	78.99822142068297
442.5	80.76070468872786	82.53433027304709	83.79773479886353	84.87891751807183	89.65312885120511	89.83535065781325	92.6658627204597	91.70616120565683	95.01044996548444	94.98615372460335	95.45993042178452	92.52008527517319	93.20038001984358	94.33015522081405	94.79178379755467	95.07119056768715	92.33786346856505	85.76573031023145	95.5692635057494	95.53281914442778	95.50852290354669	94.0871928120032	95.3991898195818	94.36659958213568	92.2406785050407	95.24126425385475	92.54438151605427	86.88335739076138	95.49637478310615	95.15622741077095	94.47593266610056	92.5808258773759	85.13402804732323	87.81876266468316	85.98439647816122	86.14232204388827	84.34440021868795	85.13402804732323	84.25936337560415	84.05284532811493	83.9313641237095	88.41402056626976	83.88277164194733	86.20306264609098	87.35713408794254	92.73875144310296	91.56038376037031	84.00425284635276	84.34440021868795	83.40899494476616	86.21521076653153	85.38913857657462	84.39299270045012	85.99654459860176	85.89935963507742	86.7497280659154	87.1749122813344	83.91921600326896	85.77787843067199	81.19803702458739
490.0	84.68219997640699	87.43543705902994	88.62197856325656	89.40532635245472	96.69737268425524	97.61895831860602	100.54499270766973	100.22243773564696	103.966379375197	104.39261273108423	104.27741452679038	100.62563145067543	101.29378103557974	103.04479374084622	103.85118117090315	103.12543248385191	100.07268007006496	91.01810121256858	104.43869201280177	104.3350136289373	104.1852559633553	103.01023427955806	104.20829560421407	103.10239284299314	100.23395755607635	103.86270099133253	100.01508096791804	92.45807876624167	105.3948371084407	104.4847712945193	103.78206224832684	101.28226121515036	91.08722013514489	94.96939961984754	93.19534727372229	92.98799050599337	91.04114085342735	91.24849762115628	89.85459934920073	89.46292545460165	89.32468760944903	94.8426815951243	89.7278813244775	92.21616253722459	95.18827620800585	101.81217295490205	99.72708545718342	89.38228671159595	89.3477272503078	88.57589928153902	92.75759409740567	90.89138318784535	89.76244078576565	91.69777061790228	92.49263822752982	92.8151931995526	93.39118422102183	89.16341012343764	91.99728594906628	85.66138471290469
510.0	82.72056130878627	85.37561471667141	86.12266396451741	87.05142789427191	94.63296823389828	94.4916345924139	98.7720248773694	96.85392545722425	100.31659967359155	100.53869539592415	100.5588859161362	97.52021262422204	97.79278464708477	99.86231296882033	100.49831435550004	100.38726649433374	97.12649748008698	88.66666951123625	101.39679250493646	101.27564938366413	101.21507782302797	99.2565973624587	101.63907874748111	100.95260106027126	96.81354441680014	100.65983851719648	96.9851638386026	90.11029170639813	101.43717354536057	100.10459921136498	100.24593285284936	97.14668800029904	88.13162072561681	91.87696222495288	90.30210164841264	89.89829124417156	87.52590511925519	87.99028708413243	86.47599806822836	87.08171367458999	86.57695066928864	92.25048684887588	86.71828431077302	89.31276615802199	91.76591436378658	97.24764060135931	96.20782881043851	86.96057055331767	86.71828431077302	86.00152084324509	90.50400685053319	88.11143020540476	86.93028477299958	89.54495714046061	90.08000592608005	89.63581448141485	90.40305424947292	86.42552176769823	89.14114673621953	82.74075182899833
560.0	70.07075494527817	70.97258236259222	70.00898594409227	71.36790397018194	78.33544730395079	77.27302048355341	82.7581077888608	78.52075430750847	81.86863417178392	81.28800556063652	83.31402879953384	80.38617814332247	80.54677754640579	82.18983297795057	82.91870719194412	83.20284459739923	80.46030094474554	73.61629561334848	84.14173341542482	84.20350241661072	83.46227440237999	81.10269855707884	84.05525681376457	83.88230361044407	79.91673373430967	83.5734586045146	80.7197307497263	74.87638323754072	82.1157101765275	80.53442374616861	80.4850085452199	79.3731665238738	72.34385418891907	74.8887370377779	73.06037460267544	73.12214360386133	69.7001409381628	70.03369354456663	69.51483393460512	72.04736298322678	70.47843035310507	74.83932183682919	71.23201216757298	73.7274798154831	75.22228964418173	78.18720170110464	78.07601749897003	71.8002869784832	72.08442438393831	70.41666135191917	74.86402943730354	72.2079623863101	71.19495076686144	74.0116172209382	73.82631021738052	73.27038920670748	74.0733862221241	72.10913198441267	72.80094479769468	68.18062350898981
620.0	36.14230734203011	37.628089375793934	37.48742362111807	37.88304605614394	40.08094847295433	39.61499316059053	39.67653442826122	38.806165071204305	38.26987688150257	39.27212038356811	38.56879161018878	35.227979936636984	35.4213953493163	36.43243046104908	36.28297309670597	36.59067943505943	35.13127223029733	32.23883264977485	36.907177383080125	36.32693114504218	36.47638850938529	37.408299134112895	39.28970360290259	38.18196078483015	35.71151846833527	36.38847241271287	35.74668490700424	33.20590971317142	36.511554948054254	36.063182855024934	35.80822617467493	34.04990424122661	28.308983128517866	28.3793160058558	28.581523028202355	27.816652987152338	27.93094391282648	32.2915823077783	34.40156862791628	31.96629275009036	28.238650251179934	30.322261742316186	30.45413588732481	31.711336069740355	31.658586411736906	34.955440036952496	33.69823985453695	30.076096671633422	26.8144094850868	26.612202462740242	28.15952576417476	27.913360693491995	28.15952576417476	28.915604195557535	29.00352029222995	28.44964888319373	30.6211764710024	30.418969448655844	29.803556771948934	26.37482900172472
665.0	28.207025479525328	29.451710879802704	29.171218395233154	29.767264924943447	31.765773877501488	31.169727347791195	30.784050181508064	30.003930458799005	29.58319173194468	30.398373015224934	29.872449606657028	26.63802064396441	26.6906129848212	27.540855828672647	27.260363344103098	27.64604051038623	26.30493581853807	24.280130695551634	27.90900221467018	27.277894124388695	27.58468277938664	28.715418107807636	30.345780674368143	28.934552861377597	26.997401639819145	27.52332504838705	27.058759370818734	25.218027440831065	27.505794268101454	27.08505554124713	26.760736105963588	25.156669709831476	19.652004700154066	19.336450655013323	19.494227677583694	18.924477318301797	19.196204412728548	23.456184022128582	25.761481629684567	23.368530120700598	19.432869946584105	21.29113265685737	21.931006137281656	23.14062997698784	22.991618344560266	26.094566455110908	24.621980911120772	21.729402163997293	18.40731929987669	18.13559220544994	19.161142852157354	19.18743902258575	19.652004700154066	19.923731794580817	19.84484328329563	19.68706626072526	21.895944576710463	22.106313940137625	21.18594797514379	18.51250398159027
673.75	26.89512874558568	28.00783385988325	27.903220558539033	28.502369466237724	30.347367689944804	29.643605480901897	29.491440678946674	28.559431266970932	28.226570762693882	28.968374172225595	28.397756164893508	25.30690862517804	25.335439525544643	26.391082839109004	26.010670834220946	26.30549013800919	24.97404812090099	23.110029296949506	26.57177854143083	26.124794435687363	26.267448937520385	27.35162315145135	28.94935357198119	27.62742185499519	25.753892730921507	26.153325336053967	25.83948543202132	23.956446007825434	26.03920173458755	25.725361830554903	25.38299102615565	23.766240005381405	18.38341013621539	18.022018731571734	18.231245334260166	17.755730328150094	17.917405430227518	22.29214348644018	24.3844095133245	22.111447784118354	18.155162933282554	19.990650856867433	20.799026367254555	21.89271088130772	21.769076979719102	24.802862718701363	23.39533830061555	20.57077916432172	17.232663821429014	16.966375418007374	18.031529031693935	17.974467230960727	18.38341013621539	18.564105838537216	18.687739740125835	18.430961636826396	20.722943966276944	21.008252969942987	20.03820235747844	17.32776682265103
681.25	25.892695304006338	27.02182717807591	26.89808669872582	27.478120195679367	29.148616666905582	28.75419388897717	28.25923197157681	27.609594454988837	27.13783387746662	27.988549672998488	27.39304861612618	24.113925913348794	24.284069072455168	25.088382188230753	24.887303909286857	25.31266180705279	24.05205567367375	22.10314312390983	25.475071186199784	24.910505249165	25.17345376778394	26.325786981731653	27.78747139405459	26.495930140838027	24.79449854977429	25.119317308068275	24.608887830749154	23.06986561883241	25.17345376778394	24.54701759107411	24.098458353430033	22.636773941107094	17.41647246852517	17.01431591063738	17.246329309418797	16.68176337238401	16.936978111043572	21.267894888296723	23.356015477329493	20.927608570083976	17.0452510304749	18.978696020320058	19.667002436704934	20.950809909962118	20.73426407109946	23.6731004556641	22.32742274273187	19.705671336501837	16.31054193433374	16.078528535552323	16.991114570759237	16.936978111043572	17.501544048078358	17.602083187550306	17.478342708200216	17.447407588362694	19.674736216664314	20.053691434673965	19.0018973601982	16.387879733927548
